-0.1032365,0.0245837,0.005182087,-0.03221942,0.1096872,0.02982658,0.002279207,0.11897,0.03302476,0.03025857,0.1080751,0.03335673,0.06428365,0.07659081,0.03358653,OPEN
-0.1020919,0.02653959,0.003104627,-0.03184042,0.1098671,0.02891871,0.002628535,0.1191825,0.03202677,0.03031795,0.1082453,0.03303123,0.06416023,0.07671112,0.03397131,OPEN
-0.1016117,0.02753258,0.00284946,-0.03122231,0.1095901,0.02988455,0.003049627,0.1188619,0.03281662,0.03054163,0.1078179,0.03392845,0.06417112,0.07628232,0.03476015,OPEN
-0.1016202,0.02758408,0.003347695,-0.03108883,0.1093411,0.03050336,0.003003985,0.1186533,0.03330714,0.03043161,0.1075869,0.03441614,0.06400153,0.07613957,0.03512403,OPEN
-0.1012823,0.02820921,0.003962219,-0.03066203,0.1084782,0.03281456,0.003004029,0.1177192,0.03567722,0.02999282,0.1065279,0.0368706,0.06313156,0.07544479,0.03709066,OPEN
-0.0991429,0.0296883,0.00652048,-0.03091209,0.1075276,0.03496248,0.002493903,0.1166257,0.03856504,0.02886117,0.1053701,0.03982133,0.06157139,0.07460043,0.03995913,OPEN
-0.09693851,0.0323194,0.006818116,-0.03083309,0.1078551,0.03492945,0.002639666,0.1162607,0.03985524,0.02872771,0.1044103,0.04199648,0.06055839,0.07338753,0.04280919,OPEN
-0.09411088,0.03560922,0.007013977,-0.03353652,0.1090912,0.03135866,-0.0003973842,0.1170866,0.03858089,0.02633286,0.1044601,0.04312491,0.05643655,0.07391196,0.04561317,OPEN
-0.09318882,0.03586188,0.008060277,-0.03513008,0.1086446,0.03103459,-0.001955807,0.1170116,0.03864199,0.02484424,0.1044847,0.04369515,0.0547702,0.07425174,0.04666829,OPEN
-0.09290218,0.03597409,0.008216947,-0.03565311,0.1082714,0.03145349,-0.002333872,0.116857,0.03896111,0.02443303,0.1044319,0.04396299,0.05441922,0.07430276,0.04692757,OPEN
-0.09469856,0.03388527,0.004311681,-0.03920428,0.1056928,0.03518724,-0.005219527,0.1150382,0.04340389,0.02167466,0.1028187,0.04840183,0.05354054,0.07270184,0.05077177,OPEN
-0.09538633,0.0339005,-0.002451718,-0.04087821,0.1046573,0.03695118,-0.006729998,0.1136511,0.04677895,0.01990683,0.1011544,0.05243808,0.05251031,0.07088289,0.0546985,OPEN
-0.09606417,0.03371227,-0.008543015,-0.04199492,0.1039103,0.0377925,-0.007727012,0.1127983,0.04847854,0.01887609,0.1001865,0.05454138,0.0518589,0.06980684,0.05688134,OPEN
-0.09588643,0.03371596,-0.01029158,-0.04268285,0.1034449,0.03805602,-0.008496679,0.1124169,0.04905778,0.01810515,0.09985226,0.05528635,0.05125515,0.06952921,0.05775809,OPEN
-0.09555001,0.03311941,-0.01268521,-0.04529943,0.101903,0.03844008,-0.01172448,0.1113875,0.05045101,0.01475776,0.09893203,0.05756721,0.04822843,0.06867671,0.061088,OPEN
-0.09435519,0.03367218,-0.01338345,-0.0470083,0.1015871,0.03703499,-0.01403865,0.1115179,0.04977259,0.01219901,0.09900925,0.05806881,0.04564872,0.06854615,0.06317714,OPEN
-0.0936209,0.03513801,-0.01312032,-0.04617336,0.1028048,0.03611964,-0.01348148,0.1119088,0.04982084,0.01246341,0.09876451,0.05889565,0.04543204,0.06744966,0.06476009,OPEN
-0.09357332,0.03576407,-0.01226476,-0.04508793,0.1038254,0.03553998,-0.01222752,0.1123465,0.04963794,0.01335374,0.09870347,0.05905765,0.0456719,0.06690326,0.06516242,OPEN
-0.09368312,0.0358384,-0.01149538,-0.04443365,0.1043717,0.03517151,-0.01146366,0.1127351,0.04915634,0.01397709,0.0989964,0.05854562,0.04606489,0.06711715,0.06464866,OPEN
-0.09414664,0.03476572,-0.004463732,-0.03814989,0.1065269,0.03409025,-0.005268142,0.1153705,0.04343182,0.02003126,0.1038259,0.04842421,0.05316432,0.07376578,0.05137104,OPEN
-0.09385104,0.03503767,-0.004615068,-0.03751501,0.1068822,0.03380972,-0.004186988,0.1157439,0.042633,0.02140422,0.1044087,0.04700056,0.05493887,0.07420802,0.04940194,OPEN
-0.09382477,0.03493103,-0.004467964,-0.03748155,0.1071645,0.03324836,-0.003569037,0.116232,0.04146224,0.02245374,0.1050389,0.04540581,0.0563284,0.07475495,0.04739922,OPEN
-0.09424902,0.03391263,-0.003440917,-0.03831294,0.1070312,0.03304136,-0.003931902,0.1164901,0.04077452,0.02260062,0.1055554,0.04436204,0.05679776,0.07550409,0.04588813,OPEN
-0.09464526,0.03319338,-0.002506137,-0.03877225,0.1070584,0.03266951,-0.004173152,0.1167157,0.0401029,0.02270234,0.105879,0.04353076,0.05704465,0.07598501,0.04479146,OPEN
-0.09371297,0.03331357,0.001835585,-0.03816649,0.1072331,0.0325053,-0.003392994,0.1169182,0.03910765,0.02374119,0.1062438,0.04184586,0.05769588,0.07665357,0.04243314,OPEN
-0.09487514,0.03209195,0.003820658,-0.03731915,0.1069059,0.03407839,-0.00266169,0.116456,0.04014581,0.02455358,0.1058363,0.04220214,0.0582149,0.07639787,0.04192758,OPEN
-0.09549349,0.03157827,0.005001426,-0.03615788,0.1068406,0.03501341,-0.001711458,0.1161939,0.04056138,0.02549076,0.1055632,0.04206118,0.05893882,0.07622764,0.04102886,OPEN
-0.09684147,0.02925545,0.007303953,-0.03494778,0.1057535,0.03723741,-0.001362637,0.1153306,0.04180449,0.02548298,0.1050321,0.04231906,0.05933703,0.07644862,0.03975993,OPEN
-0.09737842,0.02862564,0.008146435,-0.0337349,0.1048861,0.03948385,-0.0006365031,0.1143813,0.04375601,0.02599682,0.1041487,0.04367331,0.0599245,0.07570761,0.04022855,OPEN
-0.09780248,0.02838513,0.0086779,-0.03249662,0.1040366,0.04187953,0.0003550351,0.1133898,0.04598093,0.02685624,0.1031896,0.04541662,0.06062731,0.07460374,0.04137766,OPEN
-0.1002326,0.02709627,0.009043217,-0.02961923,0.1025527,0.04629117,0.002825424,0.1117054,0.04984331,0.02890871,0.1013677,0.0483692,0.06209286,0.07189533,0.04379773,OPEN
-0.1016607,0.02643046,0.008375585,-0.02843591,0.1020187,0.04777589,0.003731921,0.1112481,0.05093387,0.02950335,0.1008549,0.04911602,0.06246156,0.0708808,0.04465446,OPEN
-0.1020908,0.02650276,0.007903248,-0.02794587,0.1019522,0.04810256,0.00419943,0.1112309,0.05106652,0.02988568,0.1006867,0.04941729,0.06272247,0.07033524,0.04524213,OPEN
-0.1017514,0.02702868,0.011917,-0.02625779,0.1023327,0.04801229,0.005662113,0.1115693,0.05038789,0.03118426,0.1004787,0.04930848,0.06376629,0.06895885,0.04611549,OPEN
-0.1013156,0.02734974,0.0135774,-0.0256269,0.1024382,0.04823363,0.006270111,0.1114637,0.05058193,0.03178295,0.100219,0.04945576,0.06426083,0.06852755,0.04610151,OPEN
-0.09963637,0.02934411,0.01596147,-0.02439809,0.1033935,0.04739198,0.007561117,0.1118069,0.04989928,0.03295358,0.1000788,0.04899126,0.06490493,0.06785864,0.04601473,OPEN
-0.09763747,0.03125229,0.01679987,-0.02611833,0.1067713,0.04013744,0.005391568,0.1149403,0.04346582,0.03119656,0.1029084,0.04396188,0.06283072,0.07080615,0.04358757,OPEN
-0.09398571,0.03472379,0.01568747,-0.02956995,0.1100762,0.03063682,0.001783207,0.1182307,0.03566372,0.02859154,0.1059169,0.0386897,0.05990501,0.07416764,0.04160661,OPEN
-0.09326573,0.03576285,0.01430178,-0.03040666,0.1108261,0.02808341,0.0009822696,0.1190673,0.03340989,0.02798735,0.1067503,0.03706867,0.05927321,0.0751178,0.0407849,OPEN
-0.09284182,0.03647563,0.01165783,-0.03222246,0.111694,0.02397886,-0.001269713,0.1202971,0.02969208,0.0258985,0.1083963,0.03408316,0.05706999,0.07755527,0.03891382,OPEN
-0.09410831,0.03560698,0.009474218,-0.03182588,0.1108276,0.02688801,-0.001320407,0.1193518,0.03288442,0.0254821,0.1077625,0.03656918,0.05648564,0.07715708,0.04073516,OPEN
-0.09999935,0.02963534,0.005246818,-0.02877788,0.1036813,0.04464918,0.001541153,0.1128382,0.04884881,0.02725905,0.1024674,0.04846513,0.06031497,0.07167432,0.04711556,OPEN
-0.1016772,0.02765596,0.009053409,-0.02642544,0.101908,0.05026662,0.004544765,0.1102998,0.05426353,0.03010985,0.09937334,0.0529463,0.06361312,0.06755394,0.04915595,OPEN
-0.1013345,0.02742705,0.0123845,-0.02557442,0.1014446,0.0517683,0.005880013,0.1095648,0.05566514,0.03157572,0.09849551,0.05388647,0.06498127,0.06613407,0.04953253,OPEN
-0.09935597,0.02752385,0.02044815,-0.0233383,0.1013608,0.05354872,0.008943334,0.1095846,0.05590796,0.0349092,0.09810415,0.05302939,0.06759302,0.06474394,0.04795727,OPEN
-0.09744783,0.02903086,0.02181554,-0.02369867,0.1035633,0.04952192,0.008430094,0.1119965,0.05148053,0.0347957,0.1001872,0.0492503,0.06728202,0.06639418,0.04594699,OPEN
-0.09644431,0.02989218,0.02150905,-0.02471024,0.1051504,0.04580832,0.007034019,0.1137344,0.04786652,0.0334225,0.1019039,0.04642338,0.06606145,0.06834692,0.04447883,OPEN
-0.09454508,0.03171036,0.01997527,-0.02640906,0.1073354,0.03947222,0.004283085,0.11609,0.04209331,0.03036393,0.1044891,0.04198816,0.06320865,0.07195121,0.04201716,OPEN
-0.09378436,0.03280663,0.01894513,-0.02669166,0.1079537,0.03733361,0.003646359,0.116691,0.04022631,0.02953865,0.1051886,0.04052803,0.06229737,0.07309794,0.04109478,OPEN
-0.09338043,0.03308076,0.01785991,-0.02784845,0.1079993,0.03584394,0.001925871,0.1169362,0.03920865,0.02773198,0.1057108,0.03994936,0.06068502,0.07427871,0.04101866,OPEN
-0.09380737,0.03183818,0.01709428,-0.02988749,0.1068446,0.03653514,-0.0009169579,0.1162409,0.04048687,0.0248851,0.1056134,0.04139322,0.05852103,0.07512701,0.04240295,OPEN
-0.09495323,0.03097478,0.01574683,-0.03011746,0.1057273,0.03887844,-0.001185209,0.1151572,0.04300514,0.02474198,0.104719,0.04360262,0.05873717,0.07433915,0.04382834,OPEN
-0.09607285,0.02928567,0.01600134,-0.0304997,0.1041079,0.04258344,-0.001416668,0.1137421,0.04653904,0.0247665,0.1035198,0.04655948,0.0592535,0.07323858,0.04542622,OPEN
-0.09735499,0.02705702,0.01792744,-0.03030467,0.1023683,0.04699135,-0.000646174,0.1121702,0.05042389,0.02586174,0.1018687,0.0498291,0.06072059,0.07134429,0.04700446,OPEN
-0.0992821,0.02561617,0.01773593,-0.02923656,0.101044,0.05049157,0.001050845,0.1107568,0.05353624,0.02765924,0.1004117,0.05206007,0.06226656,0.06956339,0.04788381,OPEN
-0.1038298,0.02721983,0.002116263,-0.0300461,0.1030437,0.04707894,0.002082169,0.111755,0.05198061,0.02883448,0.1004359,0.05197686,0.06203641,0.06749585,0.05110878,OPEN
-0.1035698,0.02672377,0.0008738935,-0.03204455,0.104098,0.04353037,0.0001884848,0.1132443,0.04881585,0.02705045,0.1021003,0.0496732,0.06044775,0.06934592,0.05045623,OPEN
-0.1023399,0.02607238,0.0004935265,-0.03559548,0.1057852,0.03580621,-0.003642283,0.115933,0.04145145,0.0231161,0.1052017,0.04419985,0.05688,0.0735881,0.04795298,OPEN
-0.1010636,0.02672565,-0.0006822348,-0.03734972,0.106112,0.031427,-0.005852386,0.1168911,0.03726506,0.02063428,0.1066903,0.04094803,0.05426207,0.07640564,0.04606718,OPEN
-0.1000896,0.02706879,-0.001241565,-0.03847405,0.1043113,0.03357399,-0.007368952,0.1156721,0.03945261,0.01896404,0.1061556,0.042752,0.05265016,0.07689407,0.04716009,OPEN
-0.1005785,0.02682462,-0.007339418,-0.03866746,0.1012454,0.03994024,-0.007433571,0.1129182,0.04571891,0.01911055,0.1039641,0.04769474,0.05307803,0.07529926,0.04960847,OPEN
-0.1015744,0.02595124,-0.01079923,-0.03826887,0.09880939,0.04593784,-0.006306283,0.1105099,0.05134726,0.02031552,0.1015443,0.05231678,0.05423991,0.07308844,0.05178231,OPEN
-0.1021239,0.02649352,-0.01207796,-0.03685717,0.09660801,0.05237034,-0.004090413,0.1078932,0.05747503,0.02248049,0.09844735,0.05753437,0.0558354,0.06965014,0.0546954,OPEN
-0.1021016,0.02784574,-0.01490447,-0.03570488,0.09579062,0.05561548,-0.002278171,0.1065884,0.06059945,0.02425133,0.09662351,0.06020898,0.0569097,0.06726933,0.05635259,OPEN
-0.1017421,0.03003642,-0.01837841,-0.03492887,0.09596434,0.05748615,-0.0008368194,0.1063278,0.0621376,0.02578197,0.09570044,0.06135035,0.05770559,0.06538698,0.05715814,OPEN
-0.1016375,0.0303666,-0.01976487,-0.03580102,0.0962956,0.0570277,-0.001426026,0.1070898,0.06123337,0.02543053,0.09626508,0.06052279,0.05740109,0.06569505,0.05669233,OPEN
-0.09971268,0.03176627,-0.02118164,-0.03774806,0.09773722,0.05379266,-0.003816366,0.1096469,0.05681118,0.02371088,0.09874806,0.0564445,0.0568254,0.068196,0.05356437,OPEN
-0.09581629,0.03473216,-0.02006873,-0.03818324,0.1009511,0.04833075,-0.00445208,0.1120103,0.05199218,0.02254142,0.1003543,0.0528776,0.05647939,0.0706076,0.05017051,OPEN
-0.0953183,0.03492719,-0.01911217,-0.03826959,0.1020622,0.04673147,-0.004286483,0.1125824,0.05099112,0.02245648,0.100803,0.05234438,0.05639105,0.0712235,0.04961452,OPEN
-0.09400216,0.03636166,-0.01871109,-0.03702097,0.1049553,0.04280823,-0.002171636,0.1140989,0.04845434,0.02408468,0.1018611,0.05071568,0.05767823,0.07163519,0.04852182,OPEN
-0.09349266,0.0370717,-0.01913887,-0.03616101,0.1063136,0.04076132,-0.000848271,0.1148334,0.04710966,0.02513684,0.1023698,0.04988262,0.05834204,0.0716486,0.04828015,OPEN
-0.09319038,0.03751197,-0.01938051,-0.03531956,0.1073634,0.03903687,0.0003563911,0.1154218,0.04591441,0.02605269,0.1028118,0.04911894,0.05885016,0.07165581,0.04814935,OPEN
-0.09323657,0.0376817,-0.01890749,-0.03466206,0.1078093,0.03851146,0.001207806,0.1155715,0.04571012,0.02667131,0.102898,0.04908729,0.05913109,0.07146391,0.04842716,OPEN
-0.09375753,0.03737593,-0.01782912,-0.03403974,0.1081749,0.03784972,0.00191462,0.1156326,0.0454441,0.02726035,0.1027327,0.04922265,0.05976062,0.0708513,0.04891774,OPEN
-0.09468845,0.03722039,-0.01571947,-0.03312118,0.1079256,0.03904215,0.002287433,0.1147747,0.04711983,0.02807037,0.1014172,0.05092201,0.06057873,0.06928736,0.05004057,OPEN
-0.09513491,0.03710771,-0.01462129,-0.03290486,0.1075031,0.04020035,0.002319343,0.1141541,0.04841861,0.02825522,0.1006483,0.0520919,0.06077837,0.06844318,0.05085087,OPEN
-0.09538639,0.03727356,-0.01203847,-0.03279936,0.1068818,0.04199278,0.002040602,0.1130368,0.0506576,0.02833426,0.09913391,0.05407333,0.06079656,0.06713885,0.05178919,OPEN
-0.09487318,0.03788933,-0.01203775,-0.0326442,0.1070781,0.04180205,0.002090633,0.1130638,0.0506376,0.02842118,0.099013,0.05412602,0.06077971,0.06702235,0.05177653,OPEN
-0.09366665,0.03946269,-0.01298508,-0.03159062,0.1078894,0.04080269,0.002642527,0.1133403,0.0501298,0.02899111,0.09898427,0.05385444,0.06098556,0.06688195,0.05158582,OPEN
-0.09247949,0.0416798,-0.01622963,-0.02962095,0.1085252,0.04069015,0.004067883,0.1129846,0.05092093,0.03002773,0.09797058,0.05519146,0.06126213,0.06543207,0.05315125,OPEN
-0.09115116,0.04331586,-0.02098244,-0.02847327,0.1091027,0.03996149,0.005444624,0.1128942,0.05103776,0.03066845,0.09725034,0.05627558,0.06109983,0.06421161,0.05501443,OPEN
-0.08975571,0.0443221,-0.0253256,-0.02831293,0.1094089,0.03901252,0.00619965,0.1130155,0.0506154,0.0308354,0.09705189,0.05675116,0.06050312,0.06369668,0.05650452,OPEN
-0.08792695,0.04474822,-0.0307605,-0.02948531,0.1093806,0.03798339,0.005330354,0.1133689,0.05000868,0.02961263,0.09736151,0.05721179,0.05890789,0.06389841,0.05827215,OPEN
-0.08712133,0.040968,-0.03642696,-0.03681074,0.1044905,0.04212663,-0.001874074,0.111508,0.05330858,0.02285649,0.09769714,0.05990148,0.05304307,0.06684744,0.06079167,OPEN
-0.09100525,0.03854579,-0.03197449,-0.03797065,0.1013737,0.04765534,-0.003133852,0.1089044,0.05814302,0.02191017,0.09557733,0.06344962,0.05246486,0.06587479,0.06221032,OPEN
-0.1046322,0.01890427,-0.0004431605,-0.04408376,0.0897243,0.06293079,-0.009875058,0.09891784,0.07258829,0.0147243,0.08765578,0.07404128,0.0467754,0.06221217,0.06754789,OPEN
-0.1040521,0.00707823,0.01273969,-0.046341,0.08636355,0.06485033,-0.01272102,0.09540504,0.07525152,0.01188347,0.0845086,0.07620746,0.04442891,0.06001306,0.06861615,OPEN
-0.09831446,-0.008321941,0.02522036,-0.04830333,0.09027857,0.05446085,-0.01520834,0.0995577,0.06623051,0.008402683,0.08901852,0.06931087,0.04042581,0.06270599,0.06583688,OPEN
-0.09515581,-0.01458448,0.02881062,-0.05119001,0.08912385,0.05228698,-0.01840148,0.09954357,0.06424743,0.004716427,0.0900507,0.06767815,0.03794277,0.06535625,0.06421649,OPEN
-0.09422807,-0.01779753,0.02935073,-0.05367234,0.0867905,0.0536252,-0.02105689,0.09800082,0.06578144,0.001908557,0.08927751,0.0689781,0.03618358,0.06638825,0.06439593,OPEN
-0.0941556,-0.02064925,0.02875793,-0.05595532,0.08464336,0.05451405,-0.02325131,0.09645098,0.06704223,-0.0004026378,0.08793324,0.07046181,0.03525182,0.06684631,0.06472391,OPEN
-0.09516771,-0.02615112,0.0263502,-0.06122699,0.08030444,0.0544194,-0.02874252,0.09378153,0.06751949,-0.005942688,0.08591914,0.07157367,0.03211619,0.06833106,0.06496966,OPEN
-0.09688352,-0.02974057,0.02925408,-0.05775057,0.06865942,0.07104421,-0.02620883,0.08389503,0.08006644,0.0001858175,0.07655442,0.08104652,0.03762662,0.05874306,0.07086426,OPEN
-0.09691007,-0.02387607,0.03111106,-0.05189488,0.07349855,0.07186371,-0.01900318,0.08583492,0.08080322,0.008281805,0.07641387,0.08167475,0.04268867,0.05549479,0.07077408,OPEN
-0.0970045,-0.02140486,0.0309906,-0.05060893,0.076316,0.06988847,-0.01746919,0.08789176,0.078879,0.009863146,0.07776678,0.0802018,0.04350916,0.05562866,0.06995755,OPEN
