0.0897412,0.048951,-0.01033568,0.01510296,0.1069137,0.04555809,0.003455415,0.02414724,-0.02674094,-0.0097095,0.01800758,-0.02257544,-0.05936275,0.07578087,0.02035555,59.46265,70.50523,24.30891,60.38214,LOVE
0.0897412,0.048951,-0.01033568,0.01510296,0.1069137,0.04555809,0.003455415,0.02414724,-0.02674094,-0.0097095,0.01800758,-0.02257544,-0.05936275,0.07578087,0.02035555,59.46265,70.50523,24.30891,60.38214,LOVE
0.09118941,0.04723188,-0.00702554,0.01484584,0.1069422,0.04570508,0.004096117,0.02472788,-0.0268333,-0.009018369,0.01869723,-0.02317369,-0.05901388,0.07605794,0.01765996,59.72819,69.90881,23.55105,59.50943,LOVE
0.09141856,0.0468998,-0.006312698,0.01473592,0.1070587,0.04546982,0.004178613,0.0248515,-0.02691647,-0.008891009,0.01887545,-0.02335373,-0.05898764,0.07605797,0.01694763,59.74464,69.72206,23.30099,59.26276,LOVE
0.09151553,0.04677522,-0.005887747,0.01451612,0.1072454,0.04504257,0.004201271,0.02494884,-0.02704233,-0.008818302,0.01898053,-0.02351356,-0.05907858,0.07596147,0.01636609,59.74783,69.52361,23.08803,59.10079,LOVE
0.09150158,0.04681358,-0.00614804,0.01436876,0.1075119,0.0443854,0.004056014,0.02499002,-0.02721751,-0.00890933,0.01900831,-0.02360678,-0.05931675,0.07581678,0.01624709,59.77362,69.34152,22.94183,59.05022,LOVE
0.09148187,0.04691792,-0.007254243,0.01429246,0.1078946,0.04337293,0.003750764,0.02490947,-0.02745259,-0.009140249,0.01889133,-0.02365595,-0.05963606,0.0756416,0.01645344,59.90507,69.19472,22.85815,59.14515,LOVE
0.09148187,0.04691792,-0.007254243,0.01429246,0.1078946,0.04337293,0.003750764,0.02490947,-0.02745259,-0.009140249,0.01889133,-0.02365595,-0.05963606,0.0756416,0.01645344,59.90507,69.19472,22.85815,59.14515,LOVE
0.09158348,0.04693756,-0.009943187,0.01429014,0.1086009,0.04140258,0.003205158,0.02466378,-0.02785492,-0.009603709,0.0185633,-0.02364898,-0.06026573,0.07542557,0.01724172,60.32187,68.94444,22.88556,59.49572,LOVE
0.09156098,0.04702628,-0.01138556,0.01429889,0.108863,0.04066038,0.002940778,0.02456826,-0.02800095,-0.009859346,0.01838261,-0.02358967,-0.06055899,0.07531837,0.0177778,60.52739,68.85697,22.99627,59.67752,LOVE
0.09170961,0.0468972,-0.01260644,0.01430311,0.1090648,0.04004475,0.002781074,0.0245353,-0.02812344,-0.01004781,0.01825058,-0.02354288,-0.0608952,0.07528093,0.01843643,60.82534,68.72659,23.13337,59.94871,LOVE
